0;5.000000E+003;4.881000E+003
1089;5.000000E+003;4.969000E+003
2090;5.000000E+003;4.969000E+003
3090;5.000000E+003;4.877000E+003
4091;5.000000E+003;4.833000E+003
5088;5.000000E+003;4.899000E+003
6089;5.000000E+003;4.940000E+003
7086;5.000000E+003;4.987000E+003
8087;5.000000E+003;4.877000E+003
9092;5.000000E+003;4.925000E+003
10086;5.000000E+003;4.914000E+003
11091;5.000000E+003;4.866000E+003
12086;5.000000E+003;4.951000E+003
13113;5.000000E+003;5.002000E+003
14102;5.000000E+003;4.976000E+003
15090;5.000000E+003;4.907000E+003
16087;5.000000E+003;4.958000E+003
17089;5.000000E+003;4.936000E+003
18087;5.000000E+003;4.965000E+003
19089;5.000000E+003;5.028000E+003
20087;5.000000E+003;4.965000E+003
21089;5.000000E+003;4.991000E+003
22086;5.000000E+003;4.925000E+003
23091;5.000000E+003;4.888000E+003
24089;5.000000E+003;4.936000E+003
25140;5.000000E+003;4.984000E+003
26089;5.000000E+003;4.987000E+003
27092;5.000000E+003;4.936000E+003
28089;5.000000E+003;4.954000E+003
29092;5.000000E+003;4.910000E+003
30089;5.000000E+003;4.936000E+003
31091;5.000000E+003;4.976000E+003
32089;5.000000E+003;4.965000E+003
33086;5.000000E+003;5.017000E+003
34091;5.000000E+003;4.936000E+003
35086;5.000000E+003;4.903000E+003
36195;5.000000E+003;4.914000E+003
37089;5.000000E+003;4.958000E+003
38091;5.000000E+003;4.987000E+003
39089;5.000000E+003;4.980000E+003
40091;5.000000E+003;4.995000E+003
41087;5.000000E+003;4.925000E+003
42087;5.000000E+003;4.947000E+003
43087;5.000000E+003;4.958000E+003
44088;5.000000E+003;4.962000E+003
45085;5.000000E+003;5.024000E+003
46086;5.000000E+003;4.984000E+003
47117;5.000000E+003;4.943000E+003
48099;5.000000E+003;4.896000E+003
49085;5.000000E+003;4.943000E+003
50090;5.000000E+003;4.976000E+003
51091;5.000000E+003;4.980000E+003
52088;5.000000E+003;5.006000E+003
53084;5.000000E+003;4.951000E+003
54089;5.000000E+003;4.943000E+003
55090;5.000000E+003;4.929000E+003
56087;5.000000E+003;4.936000E+003
57088;5.000000E+003;4.976000E+003
58084;5.000000E+003;4.998000E+003
59099;5.000000E+003;4.987000E+003
60086;5.000000E+003;4.881000E+003
61090;5.000000E+003;4.903000E+003
62092;5.000000E+003;4.958000E+003
63091;5.000000E+003;4.943000E+003
64085;5.000000E+003;4.976000E+003
65089;5.000000E+003;4.987000E+003
66090;5.000000E+003;4.962000E+003
67087;5.000000E+003;4.907000E+003
68088;5.000000E+003;4.914000E+003
69125;5.000000E+003;4.910000E+003
70084;5.000000E+003;4.973000E+003
71086;5.000000E+003;5.024000E+003
72090;5.000000E+003;4.885000E+003
73087;5.000000E+003;4.881000E+003
74091;5.000000E+003;4.929000E+003
75085;5.000000E+003;4.881000E+003
76090;5.000000E+003;4.881000E+003
77085;5.000000E+003;4.951000E+003
78090;5.000000E+003;4.973000E+003
79084;5.000000E+003;4.918000E+003
80089;5.000000E+003;4.896000E+003
81104;5.000000E+003;4.822000E+003
82091;5.000000E+003;4.914000E+003
83091;5.000000E+003;4.976000E+003
84086;5.000000E+003;4.877000E+003
85091;5.000000E+003;4.936000E+003
86086;5.000000E+003;4.947000E+003
87091;5.000000E+003;4.833000E+003
88086;5.000000E+003;4.833000E+003
89091;5.000000E+003;4.907000E+003
90086;5.000000E+003;4.958000E+003
91091;5.000000E+003;4.987000E+003
92099;5.000000E+003;4.863000E+003
93089;5.000000E+003;4.929000E+003
94087;5.000000E+003;4.936000E+003
95089;5.000000E+003;4.870000E+003
96086;5.000000E+003;4.965000E+003
97089;5.000000E+003;5.006000E+003
98086;5.000000E+003;4.951000E+003
99088;5.000000E+003;4.877000E+003
100086;5.000000E+003;4.940000E+003
101088;5.000000E+003;4.929000E+003
102126;5.000000E+003;4.962000E+003
103086;5.000000E+003;5.028000E+003
104088;5.000000E+003;4.951000E+003
105086;5.000000E+003;4.984000E+003
106087;5.000000E+003;4.932000E+003
107090;5.000000E+003;4.896000E+003
108091;5.000000E+003;4.958000E+003
109088;5.000000E+003;5.006000E+003
110089;5.000000E+003;5.002000E+003
111086;5.000000E+003;4.932000E+003
112087;5.000000E+003;4.965000E+003
113086;5.000000E+003;4.932000E+003
114101;5.000000E+003;4.965000E+003
115088;5.000000E+003;5.020000E+003
116092;5.000000E+003;4.984000E+003
117086;5.000000E+003;5.013000E+003
